Unnamed: 0,tweet,sentiment
47429,"@SarahStewart  You're a very busy girl these days!  Personally unless it's free, I prob won't be able to go - dept. budget constraints.",0.0
48516,Linux Magazine &quot;Spanish Government to Hand Schools Over to Microsoft?&quot;  http://tinyurl.com/c3o5ed via @gnuchris the problem is bigger ,0.0
49767,@tweetweight 232.4 went WAY over my calorie budget yesterday. ,0.0
50187,@HelpHealthCare I'm republican. But I think Obama is in the right direction. Just my only worry is hyperinflation. ,0.0
50616,"Dealing with multiple bounced emails from Beirut's budget hotels. I'm going to have to upgrade, which means less time in the country. ",0.0
51019,"@MickyFin Ah yes, I think that would be ideal. Sadly, I don't think my budget will stretch that far just yet! ",0.0
51142,"@KrizzyB I voted for you for the MYSP election thing, gutted you didn't win. ",0.0
52917,I am being forced into labor... I don't like politics ,0.0
52960,"At the store, trying to budget shop ",0.0
53271,Why must government offices have such odd hours. Does it really help anyone. I guess i'll have to suck it up and make time on monday. ,0.0
53387,The people here in Argentina say Obama will be the next JFK....  it is very bad but is the sad truth....,0.0
54911,Is it considered torture if we are confined to an &quot;area&quot; to watch our government be dismantled? That is torture to me.  http://bit.ly/ ...,0.0
55073,"Obama will be at the Beverly Hilton on May 27th (I think).Tickets ar $15,000 (that amount is not a typo).  Maybe they'll need volunteers ",0.0
55504,got stressed out as i went beyond my grocery budget  and so destressing muna with coffee and cigs before i go home.,0.0
55599,"Every weekend feels like politics. Full of strategies, manipulations and dominations. God I miss my simple weekends ",0.0
55632,"@ManangChe i hope Pacman stays in the ring, and doesn't run for congress again. ",0.0
55771,no Budget Boutique today   My Caturday ritual has been disrupted...but some good advances on the fixing up of the bedroom so kewl,0.0
55806,@Fluffy617 I'm on a budget with my 3 dresses for graduation..Bummer..All this month I have somthing 2 attend &amp; nothing 2 wear  HELP ME!!,0.0
58094,"This entire thing has been absurd. At least t-cot fights about money and power.   Oh, the darks joys in being a republican  #p2",0.0
60118,@ruxoz sounds like my food budget for a week ,0.0
60881,"College was boring today  Why does it have to be so hot? I'm bleeding through my skin! And yay, I'm Lit. Club President! Finally!! ",0.0
61965,day was ok  @jennyleepenny Lobster dinner not in budget today  Maybe that 225 million lottery will come in to... ? http://blip.fm/~5havw,0.0
62023,a couple of old people talking politics and religion behind our booth ,0.0
62151,"@BevaniteEllie did @kerryMP put on a good show on The Politics Show? I missed it   If I had known she was on, I would have watched!",0.0
63582,@radioxshow Our budget varies month to month.. :-/  Usually between 400 to 600 a month.. Give or take.. April was not our month though. ,0.0
64731,obama dildo is just wrong on so many levels http://tinyurl.com/cuggsh head of state ,0.0
64920,OIT budget paperwork.  Nothing I'd rather be doing on this beautiful.  ,0.0
65700,so bummed out! just got back from shopping EMPTY HANDED.  couldn't find ONE thing i liked to buy (under $400/in my budget)     ,0.0
65894,"@pgriffithl Eugh. That Chavez fellow needs a good slapping. Instead, our President read the books he recommends. ",0.0
66574,@420thoughts Am told it will pass the House w flying colors-the Senate is gng 2 B a BITCH!!  Am dumbfounded at the closed minds there,0.0
66868,AP government tomorrow. Shoot me now ,0.0
67272,At government job finding office. Hundreds of people here. I'll have my first cheque by next week. ,0.0
67798,"Just found out politics isn't due til the exam. Screw working on that, paying attention to litrad now! I'm so boring ",0.0
68090,"Just watched Celebrity Appren. Jessy man, had to be the man and save drag the foreplay on till viewers and Trump fell asleep ",0.0
69041,sigh @nk_m in charge of assessment of Public Policies and Development of the Digital Economy in the French government insulted the geeks ,0.0
69059,Going to sleep...waking up at 5 to review a little more before my Government exam at 7:30. ,0.0
69169,@kate__marie oh im sorry  who is going to be president?,0.0
69299,may have found some land in Ashby that will fit the budget... time is running out though so I have until the weekend to pay the deposit ,0.0
72625,"@kindlejunkie Oh, we were being oh so impolitic. He even outed us to our political hashtag group, p2. He said I was very un-progressive. ",0.0
72743,BC Election...It is quite sad that there isn't a candidate worthy of the title of Premier ,0.0
73054,Grinder all day &amp; night for law... Tommorrow is U.S. Congress. Back to back finals ,0.0
74030,Budget is supposed to come in 10% below our proposal for this fiscal year. What I'm looking at now is 1% over. ,0.0
74120,...AP government ,0.0
76615,so tired. off to bed. some of us do have to get up to unemployment and such tomorrow you know! blech assignments  xx,0.0
77102,studying for spanish....as ALWAYS!! Exam at 3:10  At least I get pizza today at the Senate meeting! yay,0.0
78600,@tomllewis I turned OFF @foxnews when they switched to WH Correspondents Dinner. I get a &quot;bad feeling in my gut&quot; whenever I see Obama ,0.0
78713,@caseorganic  Michigan has the highest unemployment. Job losses in the auto industry ,0.0
80285,"@LCPromotions cause I'm a broke mofo, thats why! There's great shows lined up this summer but I'm on a tight budget. ",0.0
80603,inflation is here --- Peel it and weep: It'll cost an extra 2 cents to mail a letter starting Monday  (via @techstartups) (bs put em out),0.0
80930,"From TI: Due to recent new fiscal requirements from Brazilian Government, the Internet sample request service is temporarily unavailable ",0.0
82384,@_despina my friend took off the obama pin and lit it on fire ,0.0
84589,Damn government study  so god damn boring ,0.0
86197,"@Meech13 This unfortunately strikes a chord in NW currently, with the potential election of 'Nazi' Nick Griffin to the EP next month... ",0.0
86944,I'm working on a presentation about the french global revision of the public's politics ,0.0
87028,@_mel_ argh. They are planning to cut the Medicare rebates for birth related services too ,0.0
87495,It's really hard to build a PC for designing if you're on a tight budget ,0.0
88551,I feel sad. I just wrote up all the information the new vice-president of Skunks ultimate will need to know. I don't want to hand-over ,0.0
88581,"Watching Sunday morning politics. Doing laundry. Working on my end-of-year slideshow. All the while, wishing I was still sound asleep ",0.0
90678,Bronchitis and unemployment with a side of peeling sun burn is my favorite combination! ,0.0
95766,Obama is gone.......I wanted to go ,0.0
96442,I am never going to get a job. Look at all of these teacher layoffs!!!   ...and Obama ftl today on gay rights.,0.0
96449,man I wish I could have seen Obama tonight ,0.0
97050,@kevmoo Thank you for sharing. This is such a sad thing to see. More people need to be aware of this kind of government problems.  ,0.0
97241,No Cannes this year for me...  Though many friends are there and soo many nice photos 2 do !! But &quot;crisis&quot; = no budget for Cannes !,0.0
97368,@charades lol! is it a really republican area? oh dear  sounds like you're having loads of fun already! derby is just as dull and grey...,0.0
99430,"Just found out that I got exams in History n Philosophy, n Politics n Human rights... Sort of sad  But also sort of glad ",0.0
99442,Searching for hotels in Hawaii for the big world tour... bit on the steep side for my budget! ,0.0
100362,@ianrmcallister This is the sort of thing that could throw us into an early and acrimonious general election not based on real issues  ,0.0
101233,"First pay with higher deductions applied - haven't been this poor for years. Screw the government, I want me monies back!! ",0.0
102359,"my video editing machine is being a pain, I can't get a mac pro until next budget yr, hv to make do with this pos hp til then ",0.0
102891,"@RosalieWilliams YAAAY!!! i should be president! it was wisconsin, vermont, Mississippi and 1 other i couldnt get  i nearly cried lol!",0.0
102994,Wishing i had gotten off my butt to try to see Obama today...Draggin` @ work...I didnt have pancakes ,0.0
104476,@artie711 gaslight manor in aurora. They went with a family friend before asking around to fit the budget. Guess you get what you pay for ,0.0
104578,Republican anti-gay propaganda is getting old  - http://bit.ly/AwhTm,0.0
105060,"I guess it's one step forward (Obama elected), two steps back (majority of Americans now anti-choice)      http://tinyurl.com/ozw49h",0.0
106820,@itsmemorphious wow that was a really cool app I wish I could get it but not on my budget ,0.0
109355,#3turnoffwords = I voted Obama &amp;&amp; #3hotwords Wanna Nail Palin? lol said by Sarah Palin. Yee yee. lol I Love SNL but missed it today. ,0.0
109499,"Its a dull start 2 da day, London is ovrcast n shwrs on da way  nice cuppa chai with NDTV unfolding the Indian Politics",0.0
109573,Some dark clouds in #indiavotes #indiavotes09 #India #election : vote bank politics and dynastic politics / sycophants still rules. ,0.0
109611,"Some dark clouds in #indiavotes #indiavotes09 #India #election : Indians are still divided on caste, relegious and regional lines. ",0.0
109929,"@thelovingkind I've studied lots in politics, but I specialize in a particular branch of theory now. Am frustrated I don't remember stuff ",0.0
110005,Now I know why I'm a NOT a political science major..learning a semesters worth of Western European politics all day ,0.0
110025,NORWAY WON AGAIN?! nationalism hurts ,0.0
110563,@ynoirb Wogan quit cos it's not about the music! Politics!  He was best thing about eurovision as far as I'm concerned!!,0.0
112501,"Atleast Now, All fake political drama by parties (to get votes) in TN in the name of suffering Eelam Tamils will end, Thats it, Game over ",0.0
112518,@andersoncooper if you muust go after Mr President cant it be for dont ask dont tell still vey much in place ,0.0
113934,"I hope I havn't done anything wrong!  @qascat &quot;I'm not here 4 religion,politics or twits tryn 2 force...&quot; #TwitterAngst #SemperFidelis",0.0
115896,is dreading her Government and Math finals ,0.0
116177,Dan Tangherlini from DC Gov appointed asst US Treasury Secretary http://tinyurl.com/q64shn Huge for Team Obama! A little tough for DC ,0.0
122131,"its really sad congress will rule AP for another 5 more yrs.. more corruption, more land sell offs and 0 growth ",0.0
122265,I can't believe that Racing Victoria has lifted the ban on jumps racing !!! I am appalled at the disregard for the welfare of horses ,0.0
122393,@danecook oh boy i think you did great i liked the twat swatters part ill defiantly use it someday but i didn't vote for Obama  sorry,0.0
122814,Just got up.. Getting a cup of tea then going to start my politics revision  Exam on Friday  HELP!!,0.0
124050,@jewlicious the government offices did not all get the memo. ,0.0
124107,@Ezzles Sorry to hear about the unemployment. That sucks ,0.0
124756,Not happy with India's general election result ,0.0
125373,"I hate doing Excels Monday mornings. Arghhh, half a day, and the budget is not yet ready! ",0.0
125851,@martinirwin we tried our best but the government didn't listen i'm afraid ,0.0
125972,": our budget - the horror movie that didn't scare anyone. In other words, Scream 3. ",0.0
126058,@dougedey there is also talk about one condition of renewal is they get rid of a cast member  The budget better not kill this show!,0.0
126169,The government has all the free blog sites blocked ,0.0
126570,Today is senior skip day but I have to go to school or else I will fail government!  I am so tired from prom this weekend (via #zenjar ),0.0
126789,"New head of  US &amp; NATO military command in Afghanistan  -&gt; assassinations,  torture, bombing of civilian communities. OBAMA is crazy ",0.0
127389,@inctoday Reason I ask is b/c I'm one of the 108. Gov Daniels office has not been very helpful. First time in my life for unemployment. ,0.0
127771,"Good morning, Unemployment... ugh. ",0.0
128085,Eurovision is no longer fun without the political controversy it used to have  Uni is over this Friday... :O,0.0
129476,@Maxalicious im finkin sushi..im brass 2 pound budget for me so mcdonalds here i cum..but sushi or chicken katsu curry....im hungry ,0.0
129500,Watching the Obama Deception.  America has made a HUGE mistake. I do not know WHY people didn,0.0
129639,@LCBrennan Thanks.. that report on unemployment in the adv industry in Aus is SUPER helpful in confirming my fears for not getting a job ,0.0
130969,"@Retributions boss, no fullstops in politics was a statement made by mahajan too ",0.0
132238,@andysowards welcome to 3009 andy. good to see people still use ancient communication services. there is no president anymore though ,0.0
132694,great. My online savings bank changed names and my budget software can't find my monies ,0.0
132707,"@ianpriceuk Car coming together nicely, unlike the budget  Desperately trying to squeeze enough for an event or two, unlikely at the mo",0.0
132965,I wish Mandela could find some kind of miracle drug where he can cut 20years off his age and come back as our President!! SA needs help! ,0.0
134066,@thebig0  how can you dislike obama? he likes mustard! and hamburgers! and basketball!,0.0
134831,Fuck politics. Read everything and still dnt get differences between GFA and SAA ,0.0
136478,"i want to make an indie film, good story, blood everywhere.. if only i had the budget &amp; time to do it.. *sigh* ",0.0
136491,is not ready for politics  whyyy,0.0
136498,"Guantanamo is still open, I thought Obama promised to close it ",0.0
136533,Actually that's AUD $550.  Still way outside my budget ,0.0
137527,"I'm terrified ahead politics exam, I think of all my subjects that is the one I want to do well in the most. ",0.0
138769,@joshdoyle what time will you be Kuching round in Bristol til? I have election training after work so won't make it in time for your gig ,0.0
139146,hates government run offices! Effffing licensing shit ,0.0
140694,@Chelley74 It isn't hun  political correctness has gone mad !! bring back a life for a life i say ! xx,0.0
142058,hmm... deciding whether to sell my car? could really do with the ï¿½ï¿½ï¿½. Bank Holiday w'end on a budget will suck ,0.0
143428,have to go shopping but don't like the budget I'm supposed to use. Not nearly enough to meet my wishes ,0.0
143602,Meh.  I can't upgrade my wireless customers away from PPPOE because of office politics.  Must wait until tuesday. ,0.0
143820,@katiekatiek OH LOL it was epic disaster  i got a U on mechanics but probably A in politics so not too bad ;),0.0
143997,Unemployment isn't nearly as cool as being on severance. I want a job again. ,0.0
145054,"It's sad, my house hunting notes consist of: Out of budget, Super out of budget and insanely out of budget ",0.0
146177,@McCainBlogette hope your brother doesn't catch socialism from hand to hand contact  http://myloc.me/1nZN,0.0
146933,I'm embarrassed that my government even exerted an effort to extract an apology from Alec Baldwin over what he said in Letterman. ,0.0
147163,Obama is fuckin' dis shit up    http://bit.ly/IGHKh,0.0
148262,"@ncnp: We will spread the wealth around, said Barry Soetoro aka Obama - http://www.cafepress.com/writeinclinton/6098869 And they ARE ",0.0
149490," sigh, just had a conference budget cut ï¿½7 kto ï¿½1k, no professional presentation team, and everything in powerpoint (&quot;it will be cheaper&quot;)",0.0
149677,"Depressed the spineless Senate voted down, 90 to 6, closing GITMO - I could close it for nothing... the last one out turns off light ",0.0
149749,Why don't I have a &quot;Black Like My President&quot; mug??  Someone make that purchase for me and make me a happy girl?,0.0
150708,Stupid California government.   NO H8 = &lt;3,0.0
151273,it seems like d republicans do not care about getting their next guy for 2012.mmm i guess they think they do not stand a chance ,0.0
151518,@kevinwildt I am sure your playlist will trump the hell out the one I made for today.  I had to skip like 10 songs ,0.0
151525,@Candyland3   I tried.  I'm like Obama.  I'm trying to end futile wars LOL!!!,0.0
151608,@suttam loan shark nahin ...almost election promises ki taara money ledn kar raha hoon  exhausted all my savings in the bargain,0.0
152043,@RubyRose1 prop 8 didn't pass... again? OMG why does it even have to go to a vote. Obama should just work his magic? ,0.0
152723,watching the news for the first time since Obama's inauguration XD boo prop 8 ,0.0
153052,"@marqueemarc Yeah. But we've got four years. Personally, healthcare and this economy are bigger issues to everyone (and me), sad to say ",0.0
153370,Man my unemployment ran out..looking for a job..not having a very good week. I hope I can get a job soon  This economy sucks,0.0
153896,#unfollowdiddy just simply because of his very weak verse in &quot;I'ma put it on her&quot;  &quot;You can say you touched the president CIROQ OBAMA&quot; ,0.0
154221,now wait for the statement comin from pak on India's hand in lahore attack.. let the political game begin ,0.0
154577,"@JSpikEThinG Hey Spike I read this morning newspaper about #rejectprop8!! It didnt came true, Damn politics!!!  How are ya?",0.0
155515,@sepinwall I considered watching The American President until the husband took command to watch basketball.  ,0.0
155861,"@bing the certain organizations (large, government-like) are blocking access to www.bing.com from inside the firewall ",0.0
155863,has crammed enough Congress into my brain as possible...kinda pissed about the Magic game..and going to force myself to take my exam now ,0.0
157355,The ceiling is weird thoughhhh. Look at Woof Woof. He's sexy. And is tired of Dalt Dalt acting like a republican on him ,0.0
158350,@luvfool14 Are people nice down there? Isn't Texas a red state? mostly republican  eh,0.0
159691,@tinay05 I feel the exact same way. ;] The government gives the Phils. a bad name. SO SAD. ,0.0
160132,What? I focused on Tom so much I didn't see my beloved Barack! Oh no! I must vote for both! Poor president only has 626 votes. ,0.0
160997,I signed up for an account on a political website so I could post a comment but it isn't working. ,0.0
162366,I am living in a country where the government is ALWAYS a circus show ... sad but true... ,0.0
162849,"Already 26.1c in our office. Can people melt? We're fighting for air con because fans just don't help, but can't find the budget ",0.0
163209,Can't believe we're going through redundancies again! The government has well and truly screwed up..  Off with their heads!!,0.0
163442,Seems like i'm the only person over here doing postal voting for the upcoming election ... been there already twice to get the documents ,0.0
164202,unemployment office sucks ,0.0
164345,@AsiaRain22 @ the expensive of their workers welfare  other than that they are the shit !,0.0
165506,"On hold with unemployment, hoping to get call completed before I need to get daughter from school! Not looking good ",0.0
165773,@m0x yes 7.50 here thanks for the change obama. I have to start mail ordering again ,0.0
166232,UNC budget  cuts may rise to 18%   http://tinyurl.com/mdm5tp,0.0
166904,Getting one of our field vehicles cleaned. Looks like our action hero governor wants to give me another furlough day. How nice of him ,0.0
167750,"@livefrombrazil -I don't have a ticket, my boyfriend isn't that into them, it might rain, and I'm on a budget...boo!  I &lt;3 @coldplay tho ",0.0
168419,LA unified summer schools drastically cut due to CA budget  cuts. Very sad ,0.0
169100,"California's budget deficit (now at $24.3 billion) means big problems and lots of cuts, including 220 of our state parks ",0.0
169971,At minibar... listening to politics  maybe some tech starups soon?,0.0
170256,"Dear Mr. President: Please TALK TO US abt what you plan to do re: DADT. Because right now, you just look like a liar. ",0.0
170620,Sad. I don't know what to do with my life. Everything I have done since the age of 16 has been towards healthcare and nursing ,0.0
170668,"@heartystew Trickery?  No, just exasperation at seeing gay Pride hijacked by a politics bigger and uglier then anything it's meant for  ",0.0
172390,@barmak9 Shiraz event was in an 'anti-bahai' center.not in a mosque or in election campaign.Sadly children wr involved in zahedan ,0.0
175691,"@elephantparty Ha! Thanks Bryan! And don't remind me about the state budget issues.  Actually, Steve only has 6 staffers in 3 offices.",0.0
175943,unemployment line here i come. ,0.0
176933,I think I just found my purse soulmate. But its not in my budget ,0.0
177612,"Marley won't watch the French Open unless it's in HD, which it's not...   But my latest political ad is: http://tinyurl.com/lvsn76",0.0
178018,*moment of silence* for the Budget i'm bout to b on  I spend wayyy to much $$$.... OMG! I'm on a Budget?!?!,0.0
178936,How did Day 26 go from a good budget video (imma put it on her) to such a low budget video (Stadium Music) The end may be near for them ,0.0
178969,@WaylandSmalley Me neither. But it's no longer about what we want. It's about fairness. And fairness is whatever government says it is. ,0.0
180729,My drunk guitar playing Obama song singing Mexican is on the N6!!! Doesn't look like he feels like singing tonight. ,0.0
181606,@Ali_Davis nepotism is alive and well in the Unites States government ,0.0
183260,"After 2.5 hours of trying to get a hold of Unemployment Services, I got thru only to find out they will send me an email to answer me. ",0.0
183496,@stephsmith  I know the feeling. Too far and not in the budget for this year,0.0
183502,@jennywaite You need to add consumer debt to government debt. ,0.0
183972,@Evil_Sam lucky! Have fun. I am still working on my budget  I am trying to make sure that I have enough saved first.  sorry i am so slow,0.0
184887,One of the great things about teaching is that soon I'll leave office politics until mid-August. Still doesn't make up for the low pay! ,0.0
185321,"obama, why are images of rape at abu ghraib &quot;not particularly sensational&quot;?! just cuz it's no surprise that the military is cool w/ rape? ",0.0
185994,working on recommendation - the pros n cons of regulation. Words escape me right now ,0.0
186922,"@sfndesign Thank you for sharing, the hard part is being on a very tight budget. I've been attempting to build the site myself with help ",0.0
188854,FYI... Henry Coe Park is on the gov's budget hit list. ,0.0
190346,Wishing I were better at the internal politics thing ,0.0
190833,going to the M + B gallery tomorrow to check out the Obama photo exhibit. looking up other things to do in WeHo but no good ideas so far ,0.0
194026,@icheyne no - parent politics ,0.0
194439,@GekkoHQ we were looking at the Samaya but quickly realized it's a bit out of our budget ,0.0
195130,i wish i had a presonl shopper and no budget  !!,0.0
197380,i need you Mr. President ,0.0
198509,intl taxation grade is out. a b-. not bad. better than what i thought. but still not good enough. ,0.0
199339,@ponie112 I wanna go shopping too!! But I'm on a budget  and @tchapman85 is def trying to make ur house Club Commerce lol,0.0
203139,"@CrimsonLine you know... budget, and being all responsible with money and all.  they decided not to do the streaming    /tear",0.0
203892,Obama said &quot;eat lead!&quot; till the modern linen! ,0.0
205151,German Government got squezzed out by bancrupt.GM. Billions of wrong spent money ,0.0
206734,"is bored  Slumping on the couch, watching BBC report on President Chavez and the Venezuelan people, off IM for tonight :| Gnite tweeps",0.0
207277,How long will the press give Obama a pass? Journalism is dead ,0.0
208193,"@Miss_Grace ITV cancelled Heartbeat, the royal and WAH because of budget cuts ",0.0
211639,@TPO_Hisself I never thought of Congress as a 'systemic risk' I DO NOW! ,0.0
212996,&lt; 30 minutes from curb to gate including checkin/immigration and security. Course the flight is late ,0.0
214594,"Listening to friends talk politics. Shouldn't be this bored on my birthday, but i am ",0.0
215050,"@erier2003 Because the U.N., as always, is too slow. I think we need to act strongly, but I'm not sure yet if Obama will. ",0.0
218067,Very sad about the Grand Prix assignments- http://is.gd/KcXk. Traveling to Japan or Russia isn't in my budget. ,0.0
218555,"Aftermath of waiting for Obama at Washington square park. Couldn't see him, even w/ 5dmkii live view   http://twitpic.com/6aqx2",0.0
219050,what do i want for dinner...and I hate making my summer budget ,0.0
219313,"kk just finished eating cake.. it was soo good, now doing my essay for politics ",0.0
221705,@b_club Because capitalism doesn't consider these people to be heroes.   They don't make any money for the system.,0.0
221840,Can the Cavs come back from a 16 point deficit? I am not so sure. ,0.0
223402,Just finished with my budget... no more getting my nails or hair did  but a new apartment awaits me so it's worth it I hope,0.0
224865,Obama was right by hayden but I didn't get to see him  ; at beauty bar,0.0
225137,"Whiskey shots with the roomies then heading to a party on Congress. My phone exists no more, so don't even try ",0.0
